year_month,rolling_corr,window,lag,risk_metric,social_indicator
2015-11,0.0906,12,4,warning_days,mental_disorder
2015-12,0.2179,12,4,warning_days,mental_disorder
2016-01,0.4325,12,4,warning_days,mental_disorder
2016-02,0.3463,12,4,warning_days,mental_disorder
2016-03,0.3127,12,4,warning_days,mental_disorder
2016-04,0.4074,12,4,warning_days,mental_disorder
2016-05,0.232,12,4,warning_days,mental_disorder
2016-06,0.1673,12,4,warning_days,mental_disorder
2016-07,0.1395,12,4,warning_days,mental_disorder
2016-08,0.1046,12,4,warning_days,mental_disorder
2016-09,0.1063,12,4,warning_days,mental_disorder
2016-10,0.0918,12,4,warning_days,mental_disorder
2016-11,0.0852,12,4,warning_days,mental_disorder
2016-12,-0.0734,12,4,warning_days,mental_disorder
2017-01,-0.4048,12,4,warning_days,mental_disorder
2017-02,-0.3826,12,4,warning_days,mental_disorder
2017-03,-0.3968,12,4,warning_days,mental_disorder
2017-04,-0.4254,12,4,warning_days,mental_disorder
2017-05,-0.2417,12,4,warning_days,mental_disorder
2017-06,0.1231,12,4,warning_days,mental_disorder
2017-07,0.1995,12,4,warning_days,mental_disorder
2017-08,0.2003,12,4,warning_days,mental_disorder
2017-09,0.1919,12,4,warning_days,mental_disorder
2017-10,0.1947,12,4,warning_days,mental_disorder
2019-02,0.1159,12,4,warning_days,mental_disorder
2019-03,0.3583,12,4,warning_days,mental_disorder
2019-04,0.3379,12,4,warning_days,mental_disorder
2019-05,0.3179,12,4,warning_days,mental_disorder
2019-06,0.3189,12,4,warning_days,mental_disorder
2019-07,0.3314,12,4,warning_days,mental_disorder
2019-08,0.2791,12,4,warning_days,mental_disorder
2019-09,0.2616,12,4,warning_days,mental_disorder
2019-10,0.2567,12,4,warning_days,mental_disorder
2019-11,0.2615,12,4,warning_days,mental_disorder
2019-12,0.4003,12,4,warning_days,mental_disorder
2020-01,0.4573,12,4,warning_days,mental_disorder
2020-02,0.4468,12,4,warning_days,mental_disorder
2020-03,0.3827,12,4,warning_days,mental_disorder
2020-04,0.381,12,4,warning_days,mental_disorder
2020-05,0.382,12,4,warning_days,mental_disorder
2020-06,0.3676,12,4,warning_days,mental_disorder
2020-07,-0.426,12,4,warning_days,mental_disorder
2020-08,-0.2674,12,4,warning_days,mental_disorder
2020-09,-0.3064,12,4,warning_days,mental_disorder
2020-10,-0.2752,12,4,warning_days,mental_disorder
2020-11,-0.2494,12,4,warning_days,mental_disorder
2020-12,-0.2856,12,4,warning_days,mental_disorder
2021-01,-0.1916,12,4,warning_days,mental_disorder
2021-02,0.1886,12,4,warning_days,mental_disorder
2021-03,0.4209,12,4,warning_days,mental_disorder
2021-04,0.5294,12,4,warning_days,mental_disorder
2021-05,0.5741,12,4,warning_days,mental_disorder
2021-06,0.6032,12,4,warning_days,mental_disorder
2021-07,0.6999,12,4,warning_days,mental_disorder
2021-08,0.6384,12,4,warning_days,mental_disorder
2021-09,0.6112,12,4,warning_days,mental_disorder
2021-10,0.4543,12,4,warning_days,mental_disorder
2021-11,0.2446,12,4,warning_days,mental_disorder
2021-12,0.1655,12,4,warning_days,mental_disorder
2022-01,-0.4949,12,4,warning_days,mental_disorder
2022-02,-0.5431,12,4,warning_days,mental_disorder
2022-03,0.2326,12,4,warning_days,mental_disorder
2022-04,0.1154,12,4,warning_days,mental_disorder
2022-05,0.2002,12,4,warning_days,mental_disorder
2022-06,0.4073,12,4,warning_days,mental_disorder
2022-07,0.0463,12,4,warning_days,mental_disorder
2022-08,-0.0663,12,4,warning_days,mental_disorder
2022-09,-0.1025,12,4,warning_days,mental_disorder
2022-10,-0.1486,12,4,warning_days,mental_disorder
2022-11,-0.1623,12,4,warning_days,mental_disorder
2022-12,-0.0369,12,4,warning_days,mental_disorder
2023-01,0.0278,12,4,warning_days,mental_disorder
2023-02,0.0146,12,4,warning_days,mental_disorder
2023-03,0.0525,12,4,warning_days,mental_disorder
2023-04,0.3102,12,4,warning_days,mental_disorder
2023-05,0.3322,12,4,warning_days,mental_disorder
2023-06,0.2494,12,4,warning_days,mental_disorder
2023-07,0.1365,12,4,warning_days,mental_disorder
2023-08,0.0182,12,4,warning_days,mental_disorder
2023-09,-0.1076,12,4,warning_days,mental_disorder
2023-10,-0.2473,12,4,warning_days,mental_disorder
2023-11,-0.2699,12,4,warning_days,mental_disorder
2023-12,-0.3603,12,4,warning_days,mental_disorder
2024-01,-0.4183,12,4,warning_days,mental_disorder
2024-02,-0.3814,12,4,warning_days,mental_disorder
2024-03,-0.2818,12,4,warning_days,mental_disorder
2024-04,-0.1254,12,4,warning_days,mental_disorder
2024-05,-0.0936,12,4,warning_days,mental_disorder
2024-06,-0.1108,12,4,warning_days,mental_disorder
2024-07,0.0008,12,4,warning_days,mental_disorder
2024-08,-0.2706,12,4,warning_days,mental_disorder
2024-09,-0.1534,12,4,warning_days,mental_disorder
2024-10,-0.0452,12,4,warning_days,mental_disorder
2024-11,0.1177,12,4,warning_days,mental_disorder
2024-12,0.2789,12,4,warning_days,mental_disorder
2007-09,0.2675,12,8,risk_mean,substance_disorder
2007-10,0.3793,12,8,risk_mean,substance_disorder
2007-11,0.3986,12,8,risk_mean,substance_disorder
2007-12,0.4373,12,8,risk_mean,substance_disorder
2008-01,0.2473,12,8,risk_mean,substance_disorder
2008-02,0.1672,12,8,risk_mean,substance_disorder
2008-03,0.2856,12,8,risk_mean,substance_disorder
2008-04,0.6198,12,8,risk_mean,substance_disorder
2008-05,0.5962,12,8,risk_mean,substance_disorder
2008-06,0.5265,12,8,risk_mean,substance_disorder
2008-07,0.2762,12,8,risk_mean,substance_disorder
2008-08,0.1829,12,8,risk_mean,substance_disorder
2008-09,-0.269,12,8,risk_mean,substance_disorder
2008-10,-0.5719,12,8,risk_mean,substance_disorder
2008-11,-0.5535,12,8,risk_mean,substance_disorder
2008-12,-0.5364,12,8,risk_mean,substance_disorder
2009-01,-0.4581,12,8,risk_mean,substance_disorder
2009-02,-0.426,12,8,risk_mean,substance_disorder
2009-03,-0.0894,12,8,risk_mean,substance_disorder
2009-04,0.1323,12,8,risk_mean,substance_disorder
2009-05,-0.193,12,8,risk_mean,substance_disorder
2009-06,-0.5811,12,8,risk_mean,substance_disorder
2009-07,-0.1739,12,8,risk_mean,substance_disorder
2009-08,-0.1,12,8,risk_mean,substance_disorder
2009-09,0.0124,12,8,risk_mean,substance_disorder
2009-10,-0.0751,12,8,risk_mean,substance_disorder
2009-11,-0.1216,12,8,risk_mean,substance_disorder
2009-12,-0.057,12,8,risk_mean,substance_disorder
2010-01,-0.1373,12,8,risk_mean,substance_disorder
2010-02,-0.2772,12,8,risk_mean,substance_disorder
2010-03,-0.2953,12,8,risk_mean,substance_disorder
2010-04,-0.3669,12,8,risk_mean,substance_disorder
2010-05,-0.4872,12,8,risk_mean,substance_disorder
2010-06,-0.0617,12,8,risk_mean,substance_disorder
2010-07,-0.0683,12,8,risk_mean,substance_disorder
2010-08,0.1822,12,8,risk_mean,substance_disorder
2010-09,0.1019,12,8,risk_mean,substance_disorder
2010-10,-0.1371,12,8,risk_mean,substance_disorder
2010-11,0.4933,12,8,risk_mean,substance_disorder
2010-12,0.6027,12,8,risk_mean,substance_disorder
2011-01,0.565,12,8,risk_mean,substance_disorder
2011-02,0.5621,12,8,risk_mean,substance_disorder
2011-03,0.4952,12,8,risk_mean,substance_disorder
2011-04,0.5427,12,8,risk_mean,substance_disorder
2011-05,0.5466,12,8,risk_mean,substance_disorder
2011-06,0.4586,12,8,risk_mean,substance_disorder
2011-07,0.1606,12,8,risk_mean,substance_disorder
2011-08,0.0391,12,8,risk_mean,substance_disorder
2011-09,-0.1047,12,8,risk_mean,substance_disorder
2011-10,0.0565,12,8,risk_mean,substance_disorder
2011-11,-0.1884,12,8,risk_mean,substance_disorder
2011-12,0.1185,12,8,risk_mean,substance_disorder
2012-01,-0.2276,12,8,risk_mean,substance_disorder
2012-02,-0.3172,12,8,risk_mean,substance_disorder
2012-03,-0.3755,12,8,risk_mean,substance_disorder
2012-04,-0.231,12,8,risk_mean,substance_disorder
2012-05,-0.2322,12,8,risk_mean,substance_disorder
2012-06,-0.3384,12,8,risk_mean,substance_disorder
2012-07,-0.2724,12,8,risk_mean,substance_disorder
2012-08,-0.3239,12,8,risk_mean,substance_disorder
2012-09,-0.2894,12,8,risk_mean,substance_disorder
2012-10,-0.2579,12,8,risk_mean,substance_disorder
2012-11,-0.26,12,8,risk_mean,substance_disorder
2012-12,-0.1774,12,8,risk_mean,substance_disorder
2013-01,-0.1101,12,8,risk_mean,substance_disorder
2013-02,-0.1149,12,8,risk_mean,substance_disorder
2013-03,-0.0286,12,8,risk_mean,substance_disorder
2013-04,-0.1664,12,8,risk_mean,substance_disorder
2013-05,-0.315,12,8,risk_mean,substance_disorder
2013-06,-0.1174,12,8,risk_mean,substance_disorder
2013-07,-0.0319,12,8,risk_mean,substance_disorder
2013-08,0.0026,12,8,risk_mean,substance_disorder
2013-09,-0.0146,12,8,risk_mean,substance_disorder
2013-10,-0.1036,12,8,risk_mean,substance_disorder
2013-11,-0.1998,12,8,risk_mean,substance_disorder
2013-12,-0.1066,12,8,risk_mean,substance_disorder
2014-01,-0.3027,12,8,risk_mean,substance_disorder
2014-02,-0.299,12,8,risk_mean,substance_disorder
2014-03,-0.4777,12,8,risk_mean,substance_disorder
2014-04,-0.391,12,8,risk_mean,substance_disorder
2014-05,-0.2955,12,8,risk_mean,substance_disorder
2014-06,-0.2693,12,8,risk_mean,substance_disorder
2014-07,-0.0866,12,8,risk_mean,substance_disorder
2014-08,-0.1214,12,8,risk_mean,substance_disorder
2014-09,-0.1255,12,8,risk_mean,substance_disorder
2014-10,-0.1607,12,8,risk_mean,substance_disorder
2014-11,-0.1352,12,8,risk_mean,substance_disorder
2014-12,-0.6647,12,8,risk_mean,substance_disorder
2015-01,-0.4998,12,8,risk_mean,substance_disorder
2015-02,-0.524,12,8,risk_mean,substance_disorder
2015-03,-0.7441,12,8,risk_mean,substance_disorder
2015-04,-0.7338,12,8,risk_mean,substance_disorder
2015-05,-0.6792,12,8,risk_mean,substance_disorder
2015-06,-0.6787,12,8,risk_mean,substance_disorder
2015-07,-0.5653,12,8,risk_mean,substance_disorder
2015-08,-0.5362,12,8,risk_mean,substance_disorder
2015-09,-0.4836,12,8,risk_mean,substance_disorder
2015-10,-0.398,12,8,risk_mean,substance_disorder
2015-11,-0.3948,12,8,risk_mean,substance_disorder
2015-12,-0.3047,12,8,risk_mean,substance_disorder
2016-01,-0.4262,12,8,risk_mean,substance_disorder
2016-02,-0.2253,12,8,risk_mean,substance_disorder
2016-03,0.066,12,8,risk_mean,substance_disorder
2016-04,0.2143,12,8,risk_mean,substance_disorder
2016-05,0.0732,12,8,risk_mean,substance_disorder
2016-06,0.1165,12,8,risk_mean,substance_disorder
2016-07,0.0313,12,8,risk_mean,substance_disorder
2016-08,0.0904,12,8,risk_mean,substance_disorder
2016-09,-0.204,12,8,risk_mean,substance_disorder
2016-10,-0.2712,12,8,risk_mean,substance_disorder
2016-11,-0.312,12,8,risk_mean,substance_disorder
2016-12,-0.4093,12,8,risk_mean,substance_disorder
2017-01,-0.51,12,8,risk_mean,substance_disorder
2017-02,-0.5297,12,8,risk_mean,substance_disorder
2017-03,-0.4227,12,8,risk_mean,substance_disorder
2017-04,-0.431,12,8,risk_mean,substance_disorder
2017-05,-0.3488,12,8,risk_mean,substance_disorder
2017-06,-0.4787,12,8,risk_mean,substance_disorder
2017-07,-0.4917,12,8,risk_mean,substance_disorder
2017-08,-0.4884,12,8,risk_mean,substance_disorder
2017-09,-0.2635,12,8,risk_mean,substance_disorder
2017-10,0.0415,12,8,risk_mean,substance_disorder
2017-11,0.1388,12,8,risk_mean,substance_disorder
2017-12,0.0753,12,8,risk_mean,substance_disorder
2018-01,0.094,12,8,risk_mean,substance_disorder
2018-02,0.1256,12,8,risk_mean,substance_disorder
2018-03,-0.4601,12,8,risk_mean,substance_disorder
2018-04,-0.4635,12,8,risk_mean,substance_disorder
2018-05,-0.4797,12,8,risk_mean,substance_disorder
2018-06,-0.4535,12,8,risk_mean,substance_disorder
2018-07,-0.179,12,8,risk_mean,substance_disorder
2018-08,-0.0934,12,8,risk_mean,substance_disorder
2018-09,0.026,12,8,risk_mean,substance_disorder
2018-10,-0.2134,12,8,risk_mean,substance_disorder
2018-11,-0.1771,12,8,risk_mean,substance_disorder
2018-12,-0.1868,12,8,risk_mean,substance_disorder
2019-01,-0.1039,12,8,risk_mean,substance_disorder
2019-02,-0.0861,12,8,risk_mean,substance_disorder
2019-03,-0.1416,12,8,risk_mean,substance_disorder
2019-04,-0.1427,12,8,risk_mean,substance_disorder
2019-05,0.066,12,8,risk_mean,substance_disorder
2019-06,-0.2734,12,8,risk_mean,substance_disorder
2019-07,-0.4001,12,8,risk_mean,substance_disorder
2019-08,-0.4028,12,8,risk_mean,substance_disorder
2019-09,-0.5502,12,8,risk_mean,substance_disorder
2019-10,-0.433,12,8,risk_mean,substance_disorder
2019-11,-0.3764,12,8,risk_mean,substance_disorder
2019-12,-0.3418,12,8,risk_mean,substance_disorder
2020-01,-0.204,12,8,risk_mean,substance_disorder
2020-02,-0.0836,12,8,risk_mean,substance_disorder
2020-03,-0.0275,12,8,risk_mean,substance_disorder
2020-04,0.1682,12,8,risk_mean,substance_disorder
2020-05,0.0676,12,8,risk_mean,substance_disorder
2020-06,0.0796,12,8,risk_mean,substance_disorder
2020-07,0.4605,12,8,risk_mean,substance_disorder
2020-08,0.303,12,8,risk_mean,substance_disorder
2020-09,0.3412,12,8,risk_mean,substance_disorder
2020-10,0.2563,12,8,risk_mean,substance_disorder
2020-11,-0.0056,12,8,risk_mean,substance_disorder
2020-12,-0.1695,12,8,risk_mean,substance_disorder
2021-01,-0.2484,12,8,risk_mean,substance_disorder
2021-02,-0.2779,12,8,risk_mean,substance_disorder
2021-03,-0.2399,12,8,risk_mean,substance_disorder
2021-04,-0.2404,12,8,risk_mean,substance_disorder
2021-05,-0.1477,12,8,risk_mean,substance_disorder
2021-06,0.0035,12,8,risk_mean,substance_disorder
2021-07,-0.0186,12,8,risk_mean,substance_disorder
2021-08,0.2154,12,8,risk_mean,substance_disorder
2021-09,0.2621,12,8,risk_mean,substance_disorder
2021-10,0.3915,12,8,risk_mean,substance_disorder
2021-11,0.2325,12,8,risk_mean,substance_disorder
2021-12,0.0195,12,8,risk_mean,substance_disorder
2022-01,0.0491,12,8,risk_mean,substance_disorder
2022-02,0.2417,12,8,risk_mean,substance_disorder
2022-03,0.0161,12,8,risk_mean,substance_disorder
2022-04,-0.1228,12,8,risk_mean,substance_disorder
2022-05,-0.0801,12,8,risk_mean,substance_disorder
2022-06,-0.2884,12,8,risk_mean,substance_disorder
2022-07,-0.5156,12,8,risk_mean,substance_disorder
2022-08,-0.494,12,8,risk_mean,substance_disorder
2022-09,-0.4924,12,8,risk_mean,substance_disorder
2022-10,-0.5319,12,8,risk_mean,substance_disorder
2022-11,-0.6095,12,8,risk_mean,substance_disorder
2022-12,-0.5856,12,8,risk_mean,substance_disorder
2023-01,-0.6059,12,8,risk_mean,substance_disorder
2023-02,-0.4524,12,8,risk_mean,substance_disorder
2023-03,-0.2421,12,8,risk_mean,substance_disorder
2023-04,-0.0304,12,8,risk_mean,substance_disorder
2023-05,0.2494,12,8,risk_mean,substance_disorder
2023-06,-0.4359,12,8,risk_mean,substance_disorder
2023-07,-0.6323,12,8,risk_mean,substance_disorder
2023-08,-0.4872,12,8,risk_mean,substance_disorder
2023-09,-0.4628,12,8,risk_mean,substance_disorder
2023-10,-0.3984,12,8,risk_mean,substance_disorder
2023-11,-0.4272,12,8,risk_mean,substance_disorder
2023-12,-0.3802,12,8,risk_mean,substance_disorder
2024-01,-0.3731,12,8,risk_mean,substance_disorder
2024-02,-0.3713,12,8,risk_mean,substance_disorder
2024-03,-0.6336,12,8,risk_mean,substance_disorder
2024-04,-0.4479,12,8,risk_mean,substance_disorder
2024-05,-0.4587,12,8,risk_mean,substance_disorder
2024-06,-0.0754,12,8,risk_mean,substance_disorder
2024-07,0.2572,12,8,risk_mean,substance_disorder
2024-08,0.0987,12,8,risk_mean,substance_disorder
2024-09,0.2834,12,8,risk_mean,substance_disorder
2024-10,0.315,12,8,risk_mean,substance_disorder
2024-11,0.2634,12,8,risk_mean,substance_disorder
2024-12,0.3012,12,8,risk_mean,substance_disorder
2007-09,0.2652,12,8,risk_max,substance_disorder
2007-10,0.3857,12,8,risk_max,substance_disorder
2007-11,0.4186,12,8,risk_max,substance_disorder
2007-12,0.4983,12,8,risk_max,substance_disorder
2008-01,0.2383,12,8,risk_max,substance_disorder
2008-02,0.2067,12,8,risk_max,substance_disorder
2008-03,0.3817,12,8,risk_max,substance_disorder
2008-04,0.6972,12,8,risk_max,substance_disorder
2008-05,0.6172,12,8,risk_max,substance_disorder
2008-06,0.46,12,8,risk_max,substance_disorder
2008-07,0.2981,12,8,risk_max,substance_disorder
2008-08,0.1773,12,8,risk_max,substance_disorder
2008-09,-0.3103,12,8,risk_max,substance_disorder
2008-10,-0.5975,12,8,risk_max,substance_disorder
2008-11,-0.6264,12,8,risk_max,substance_disorder
2008-12,-0.5961,12,8,risk_max,substance_disorder
2009-01,-0.5617,12,8,risk_max,substance_disorder
2009-02,-0.5143,12,8,risk_max,substance_disorder
2009-03,-0.2038,12,8,risk_max,substance_disorder
2009-04,0.0105,12,8,risk_max,substance_disorder
2009-05,-0.2937,12,8,risk_max,substance_disorder
2009-06,-0.6313,12,8,risk_max,substance_disorder
2009-07,-0.2455,12,8,risk_max,substance_disorder
2009-08,-0.163,12,8,risk_max,substance_disorder
2009-09,-0.0645,12,8,risk_max,substance_disorder
2009-10,-0.1423,12,8,risk_max,substance_disorder
2009-11,-0.1816,12,8,risk_max,substance_disorder
2009-12,-0.1205,12,8,risk_max,substance_disorder
2010-01,-0.1964,12,8,risk_max,substance_disorder
2010-02,-0.3386,12,8,risk_max,substance_disorder
2010-03,-0.3547,12,8,risk_max,substance_disorder
2010-04,-0.4285,12,8,risk_max,substance_disorder
2010-05,-0.5257,12,8,risk_max,substance_disorder
2010-06,-0.0695,12,8,risk_max,substance_disorder
2010-07,-0.1022,12,8,risk_max,substance_disorder
2010-08,0.1495,12,8,risk_max,substance_disorder
2010-09,0.0343,12,8,risk_max,substance_disorder
2010-10,-0.2349,12,8,risk_max,substance_disorder
2010-11,0.4444,12,8,risk_max,substance_disorder
2010-12,0.5696,12,8,risk_max,substance_disorder
2011-01,0.4333,12,8,risk_max,substance_disorder
2011-02,0.4918,12,8,risk_max,substance_disorder
2011-03,0.4788,12,8,risk_max,substance_disorder
2011-04,0.6494,12,8,risk_max,substance_disorder
2011-05,0.6834,12,8,risk_max,substance_disorder
2011-06,0.5261,12,8,risk_max,substance_disorder
2011-07,0.3442,12,8,risk_max,substance_disorder
2011-08,0.2272,12,8,risk_max,substance_disorder
2011-09,0.1214,12,8,risk_max,substance_disorder
2011-10,0.2552,12,8,risk_max,substance_disorder
2011-11,-0.0123,12,8,risk_max,substance_disorder
2011-12,0.3301,12,8,risk_max,substance_disorder
2012-01,-0.2073,12,8,risk_max,substance_disorder
2012-02,-0.3325,12,8,risk_max,substance_disorder
2012-03,-0.3581,12,8,risk_max,substance_disorder
2012-04,-0.1726,12,8,risk_max,substance_disorder
2012-05,-0.1522,12,8,risk_max,substance_disorder
2012-06,-0.3296,12,8,risk_max,substance_disorder
2012-07,-0.3112,12,8,risk_max,substance_disorder
2012-08,-0.3528,12,8,risk_max,substance_disorder
2012-09,-0.3355,12,8,risk_max,substance_disorder
2012-10,-0.2829,12,8,risk_max,substance_disorder
2012-11,-0.2654,12,8,risk_max,substance_disorder
2012-12,-0.1723,12,8,risk_max,substance_disorder
2013-01,-0.1147,12,8,risk_max,substance_disorder
2013-02,-0.1071,12,8,risk_max,substance_disorder
2013-03,-0.0865,12,8,risk_max,substance_disorder
2013-04,-0.2776,12,8,risk_max,substance_disorder
2013-05,-0.462,12,8,risk_max,substance_disorder
2013-06,-0.2332,12,8,risk_max,substance_disorder
2013-07,-0.0643,12,8,risk_max,substance_disorder
2013-08,-0.0392,12,8,risk_max,substance_disorder
2013-09,0.0018,12,8,risk_max,substance_disorder
2013-10,-0.0285,12,8,risk_max,substance_disorder
2013-11,-0.1709,12,8,risk_max,substance_disorder
2013-12,-0.2316,12,8,risk_max,substance_disorder
2014-01,-0.3419,12,8,risk_max,substance_disorder
2014-02,-0.3702,12,8,risk_max,substance_disorder
2014-03,-0.2813,12,8,risk_max,substance_disorder
2014-04,-0.1867,12,8,risk_max,substance_disorder
2014-05,-0.1768,12,8,risk_max,substance_disorder
2014-06,-0.1442,12,8,risk_max,substance_disorder
2014-07,0.0809,12,8,risk_max,substance_disorder
2014-08,0.1012,12,8,risk_max,substance_disorder
2014-09,0.1256,12,8,risk_max,substance_disorder
2014-10,0.0497,12,8,risk_max,substance_disorder
2014-11,0.088,12,8,risk_max,substance_disorder
2014-12,-0.2313,12,8,risk_max,substance_disorder
2015-01,-0.2657,12,8,risk_max,substance_disorder
2015-02,-0.2663,12,8,risk_max,substance_disorder
2015-03,-0.7694,12,8,risk_max,substance_disorder
2015-04,-0.747,12,8,risk_max,substance_disorder
2015-05,-0.6424,12,8,risk_max,substance_disorder
2015-06,-0.6356,12,8,risk_max,substance_disorder
2015-07,-0.5462,12,8,risk_max,substance_disorder
2015-08,-0.5298,12,8,risk_max,substance_disorder
2015-09,-0.4441,12,8,risk_max,substance_disorder
2015-10,-0.2816,12,8,risk_max,substance_disorder
2015-11,-0.2928,12,8,risk_max,substance_disorder
2015-12,-0.188,12,8,risk_max,substance_disorder
2016-01,-0.2681,12,8,risk_max,substance_disorder
2016-02,-0.0346,12,8,risk_max,substance_disorder
2016-03,0.229,12,8,risk_max,substance_disorder
2016-04,0.4111,12,8,risk_max,substance_disorder
2016-05,0.279,12,8,risk_max,substance_disorder
2016-06,0.3004,12,8,risk_max,substance_disorder
2016-07,0.1148,12,8,risk_max,substance_disorder
2016-08,0.0932,12,8,risk_max,substance_disorder
2016-09,-0.1956,12,8,risk_max,substance_disorder
2016-10,-0.2776,12,8,risk_max,substance_disorder
2016-11,-0.344,12,8,risk_max,substance_disorder
2016-12,-0.4314,12,8,risk_max,substance_disorder
2017-01,-0.54,12,8,risk_max,substance_disorder
2017-02,-0.4682,12,8,risk_max,substance_disorder
2017-03,-0.3627,12,8,risk_max,substance_disorder
2017-04,-0.3714,12,8,risk_max,substance_disorder
2017-05,-0.2793,12,8,risk_max,substance_disorder
2017-06,-0.4208,12,8,risk_max,substance_disorder
2017-07,-0.3907,12,8,risk_max,substance_disorder
2017-08,-0.3904,12,8,risk_max,substance_disorder
2017-09,-0.1408,12,8,risk_max,substance_disorder
2017-10,0.2058,12,8,risk_max,substance_disorder
2017-11,0.5052,12,8,risk_max,substance_disorder
2017-12,0.4079,12,8,risk_max,substance_disorder
2018-01,0.4085,12,8,risk_max,substance_disorder
2018-02,0.3322,12,8,risk_max,substance_disorder
2018-03,-0.4026,12,8,risk_max,substance_disorder
2018-04,-0.3966,12,8,risk_max,substance_disorder
2018-05,-0.3796,12,8,risk_max,substance_disorder
2018-06,-0.3671,12,8,risk_max,substance_disorder
2018-07,-0.1651,12,8,risk_max,substance_disorder
2018-08,-0.0702,12,8,risk_max,substance_disorder
2018-09,0.0506,12,8,risk_max,substance_disorder
2018-10,-0.212,12,8,risk_max,substance_disorder
2018-11,-0.1733,12,8,risk_max,substance_disorder
2018-12,-0.2044,12,8,risk_max,substance_disorder
2019-01,-0.1409,12,8,risk_max,substance_disorder
2019-02,-0.1342,12,8,risk_max,substance_disorder
2019-03,-0.1732,12,8,risk_max,substance_disorder
2019-04,-0.1356,12,8,risk_max,substance_disorder
2019-05,0.0205,12,8,risk_max,substance_disorder
2019-06,-0.4348,12,8,risk_max,substance_disorder
2019-07,-0.5271,12,8,risk_max,substance_disorder
2019-08,-0.5541,12,8,risk_max,substance_disorder
2019-09,-0.691,12,8,risk_max,substance_disorder
2019-10,-0.5964,12,8,risk_max,substance_disorder
2019-11,-0.5326,12,8,risk_max,substance_disorder
2019-12,-0.5063,12,8,risk_max,substance_disorder
2020-01,-0.4125,12,8,risk_max,substance_disorder
2020-02,-0.3131,12,8,risk_max,substance_disorder
2020-03,-0.3009,12,8,risk_max,substance_disorder
2020-04,-0.1558,12,8,risk_max,substance_disorder
2020-05,-0.1459,12,8,risk_max,substance_disorder
2020-06,0.074,12,8,risk_max,substance_disorder
2020-07,0.6066,12,8,risk_max,substance_disorder
2020-08,0.3713,12,8,risk_max,substance_disorder
2020-09,0.3728,12,8,risk_max,substance_disorder
2020-10,0.3529,12,8,risk_max,substance_disorder
2020-11,0.0386,12,8,risk_max,substance_disorder
2020-12,-0.1284,12,8,risk_max,substance_disorder
2021-01,-0.2297,12,8,risk_max,substance_disorder
2021-02,-0.2024,12,8,risk_max,substance_disorder
2021-03,-0.1554,12,8,risk_max,substance_disorder
2021-04,-0.1548,12,8,risk_max,substance_disorder
2021-05,-0.0819,12,8,risk_max,substance_disorder
2021-06,-0.0219,12,8,risk_max,substance_disorder
2021-07,-0.0455,12,8,risk_max,substance_disorder
2021-08,0.2093,12,8,risk_max,substance_disorder
2021-09,0.2604,12,8,risk_max,substance_disorder
2021-10,0.352,12,8,risk_max,substance_disorder
2021-11,0.1657,12,8,risk_max,substance_disorder
2021-12,-0.1417,12,8,risk_max,substance_disorder
2022-01,-0.1139,12,8,risk_max,substance_disorder
2022-02,-0.1279,12,8,risk_max,substance_disorder
2022-03,-0.3428,12,8,risk_max,substance_disorder
2022-04,-0.4153,12,8,risk_max,substance_disorder
2022-05,-0.4245,12,8,risk_max,substance_disorder
2022-06,-0.2634,12,8,risk_max,substance_disorder
2022-07,-0.4083,12,8,risk_max,substance_disorder
2022-08,-0.4197,12,8,risk_max,substance_disorder
2022-09,-0.4348,12,8,risk_max,substance_disorder
2022-10,-0.5546,12,8,risk_max,substance_disorder
2022-11,-0.6224,12,8,risk_max,substance_disorder
2022-12,-0.623,12,8,risk_max,substance_disorder
2023-01,-0.659,12,8,risk_max,substance_disorder
2023-02,-0.3427,12,8,risk_max,substance_disorder
2023-03,-0.1942,12,8,risk_max,substance_disorder
2023-04,0.0123,12,8,risk_max,substance_disorder
2023-05,0.2329,12,8,risk_max,substance_disorder
2023-06,-0.3498,12,8,risk_max,substance_disorder
2023-07,-0.598,12,8,risk_max,substance_disorder
2023-08,-0.5058,12,8,risk_max,substance_disorder
2023-09,-0.4875,12,8,risk_max,substance_disorder
2023-10,-0.3958,12,8,risk_max,substance_disorder
2023-11,-0.4316,12,8,risk_max,substance_disorder
2023-12,-0.3603,12,8,risk_max,substance_disorder
2024-01,-0.3382,12,8,risk_max,substance_disorder
2024-02,-0.4517,12,8,risk_max,substance_disorder
2024-03,-0.6771,12,8,risk_max,substance_disorder
2024-04,-0.5166,12,8,risk_max,substance_disorder
2024-05,-0.52,12,8,risk_max,substance_disorder
2024-06,-0.312,12,8,risk_max,substance_disorder
2024-07,-0.0693,12,8,risk_max,substance_disorder
2024-08,-0.1557,12,8,risk_max,substance_disorder
2024-09,-0.0372,12,8,risk_max,substance_disorder
2024-10,-0.0147,12,8,risk_max,substance_disorder
2024-11,-0.0903,12,8,risk_max,substance_disorder
2024-12,-0.0832,12,8,risk_max,substance_disorder
2009-05,-0.5758,12,11,warning_days,substance_disorder
2009-06,-0.6349,12,11,warning_days,substance_disorder
2009-07,-0.4805,12,11,warning_days,substance_disorder
2009-08,-0.4012,12,11,warning_days,substance_disorder
2009-09,-0.0338,12,11,warning_days,substance_disorder
2009-10,0.0971,12,11,warning_days,substance_disorder
2009-11,-0.0153,12,11,warning_days,substance_disorder
